Date,S&P500 Price,S&P500 Return,Dow Jones Price,Dow Jones Return
2017-06-13,2440.3501,1.722681137935903,21328.4707,1.7097629050962646
2017-06-14,2437.9199,1.7209656219116194,21374.5605,1.713457620552038
2017-06-15,2432.46,1.7171113934773403,21359.9004,1.7122824169700483
2017-06-16,2433.1499,1.7175984046308062,21384.2793,1.7142367126846045
2017-06-19,2453.46,1.7319356204997884,21528.9902,1.7258372316464774
2017-06-20,2437.03,1.720337427643654,21467.1406,1.7208791569086086
2017-06-21,2435.6101,1.7193350981222646,21410.0293,1.7163009204482784
2017-06-22,2434.5,1.7185514612452353,21397.2891,1.7152796225938804
2017-06-23,2438.3,1.721233940420726,21394.7598,1.7150768652852721
2017-06-26,2439.0701,1.721777566003106,21409.5508,1.716262562257408
2017-06-27,2419.3799,1.7078779471975152,21310.6602,1.7083351547127725
2017-06-28,2440.6899,1.7229210080474375,21454.6094,1.7198746132065448
2017-06-29,2419.7,1.7081039107722715,21287.0293,1.706440821227623
2017-06-30,2423.4099,1.7107227869546804,21349.6309,1.711459178848532
2017-07-03,2429.01,1.714675984752224,21479.2695,1.7218514508715144
2017-07-05,2432.54,1.71716786672314,21478.1699,1.72176330318775
2017-07-06,2409.75,1.7010800508259214,21320.0391,1.709086999302859
2017-07-07,2425.1799,1.711972257518001,21414.3398,1.7166464648197473
2017-07-10,2427.4299,1.7135605675561205,21408.5195,1.71617988973443
2017-07-11,2425.53,1.7122193985599325,21409.0703,1.7162240437397207
2017-07-12,2443.25,1.7247282225045886,21532.1406,1.7260897784479794
2017-07-13,2447.8301,1.7279613864181846,21553.0898,1.7277691377210962
2017-07-14,2459.27,1.7360369899759989,21637.7402,1.734555002298886
2017-07-17,2459.1399,1.7359451503600172,21629.7207,1.7339121318460404
2017-07-18,2460.6101,1.736982987434703,21574.7305,1.729503929991051
2017-07-19,2473.8301,1.7463151913031203,21640.75,1.7347962781251816
2017-07-20,2473.45,1.7460468727940137,21611.7793,1.7324738880724022
2017-07-21,2472.54,1.7454044896230412,21580.0703,1.7299319865586806
2017-07-24,2469.9099,1.7435478610758155,21513.1699,1.7245690224781804
2017-07-25,2477.1299,1.7486445715092476,21613.4297,1.7326061897614573
2017-07-26,2477.8301,1.7491388535931105,21711.0098,1.7404285431595181
2017-07-27,2475.4199,1.7474374558802768,21796.5508,1.7472858012687382
2017-07-28,2472.1001,1.7450939573626996,21830.3105,1.7499920938838565
2017-07-31,2470.3,1.743823238740647,21891.1191,1.754866718513687
2017-08-01,2476.3501,1.7480940985458142,21963.9199,1.760702678768509
2017-08-02,2477.5701,1.748955315544261,22016.2402,1.7648968523396833
2017-08-03,2472.1599,1.745136171113935,22026.0996,1.7656872154474568
2017-08-04,2476.8301,1.748432938020613,22092.8105,1.7710349885620844
2017-08-07,2480.9099,1.7513129323732883,22118.4199,1.7730879253505516
2017-08-08,2474.9199,1.7470844980940279,22085.3398,1.7704361117877125
2017-08-09,2474.02,1.7464492446703375,22048.6992,1.7674988764096282
2017-08-10,2438.21,1.721170408019201,21844.0098,1.7510902764631535
2017-08-11,2441.3201,1.7233658760412256,21858.3203,1.752237454917602
2017-08-14,2465.8401,1.740674925878865,21993.7109,1.7630908268651146
2017-08-15,2464.6101,1.739806649724693,21998.9902,1.7635140335465427
2017-08-16,2468.1101,1.7422773542284342,22024.8691,1.765588574373546
2017-08-17,2430.01,1.7153819003247215,21750.7305,1.743612689851501
2017-08-18,2425.55,1.7122335168713825,21674.5098,1.7375025787566407
2017-08-21,2428.3701,1.7142242693773826,21703.75,1.7398465728479562
2017-08-22,2452.51,1.7312650007059158,21899.8906,1.755569871849573
2017-08-23,2444.04,1.7252858958068615,21812.0898,1.748531460470281
2017-08-24,2438.97,1.721706903854299,21783.4004,1.7462316203842558
2017-08-25,2443.05,1.7245870393900893,21813.6699,1.7486581266717327
2017-08-28,2444.24,1.725427078921361,21808.4004,1.7482357055917062
2017-08-29,2446.3,1.7268812650007062,21865.3691,1.7528025107500131
2017-08-30,2457.5901,1.7348511224057603,21892.4297,1.7549717806766023
2017-08-31,2471.6499,1.744776154171961,21948.0996,1.759434469600212
2017-09-01,2476.55,1.7482352110687565,21987.5605,1.7625977898387188
2017-09-05,2457.8501,1.7350346604546099,21753.3105,1.7438195114449098
2017-09-06,2465.54,1.7404630806155585,21807.6406,1.7481747974340813
2017-09-07,2465.1001,1.740152548355217,21784.7793,1.746342157707958
2017-09-08,2461.4299,1.7375616970210364,21797.7891,1.7473850676172338
2017-09-11,2488.1101,1.7563956656783848,22057.3691,1.7681938851432313
2017-09-12,2496.48,1.7623041084286322,22118.8594,1.7731231571684987
2017-09-13,2498.3701,1.7636383594522096,22158.1797,1.7762752064317988
2017-09-14,2495.6201,1.7616970916278414,22203.4805,1.7799066729584254
2017-09-15,2500.23,1.7649512918254977,22268.3398,1.7851060155062486
2017-09-18,2503.8701,1.767520895100946,22331.3496,1.7901570958304247
2017-09-19,2506.6499,1.7694831992093747,22370.8008,1.793319638483871
2017-09-20,2508.24,1.7706056755612027,22412.5898,1.7966695871532368
2017-09-21,2500.6001,1.7652125511788792,22359.2305,1.7923921238008407
2017-09-22,2502.22,1.7663560638147677,22349.5898,1.791619292430462
2017-09-25,2496.6599,1.7624311026401245,22296.0898,1.7873305500865184
2017-09-26,2496.8401,1.7625583086262884,22284.3203,1.7863870668525548
2017-09-27,2507.04,1.769758576874206,22340.7109,1.7909075295445245
2017-09-28,2510.0601,1.7718905124947057,22381.1992,1.794153209668717
2017-09-29,2519.3601,1.7784555273189326,22405.0898,1.7960683615910016
2017-10-02,2529.1201,1.7853452633065088,22557.5996,1.8082940669578496
2017-10-03,2534.5801,1.7891995623323453,22641.6699,1.8150334287424859
2017-10-04,2537.74,1.79143018494988,22661.6406,1.8166343481205829
2017-10-05,2552.0701,1.8015460256953268,22775.3906,1.8257529358144815
2017-10-06,2549.3301,1.7996118170266837,22773.6699,1.8256149986378234
2017-10-09,2544.73,1.796364534801638,22761.0703,1.8246049717586317
2017-10-10,2550.6399,1.8005364252435412,22830.6797,1.8301850985122112
2017-10-11,2555.24,1.8037837074685867,22872.8906,1.8335688681235376
2017-10-12,2550.9299,1.8007411407595653,22841.0098,1.8310131945362704
2017-10-13,2553.1699,1.8023223916419597,22871.7207,1.83347508495217
2017-10-16,2557.6399,1.8054778342510238,22956.9609,1.8403082299081739
2017-10-17,2559.3601,1.8066921502188338,22997.4395,1.8435531324473058
2017-10-18,2561.26,1.8080333192150222,23157.5996,1.8563921119366562
2017-10-19,2562.1001,1.8086263588874774,23163.0391,1.8568281607960933
2017-10-20,2575.21,1.8178808414513625,23328.6309,1.8701025638702957
2017-10-23,2564.98,1.8106593251447127,23273.9609,1.8657200303386434
2017-10-24,2569.1299,1.8135888041790202,23441.7598,1.8791713620713006
2017-10-25,2557.1499,1.8051319356204998,23329.4609,1.8701690994991829
2017-10-26,2560.3999,1.8074261612311169,23400.8594,1.8758926466065486
2017-10-27,2581.0701,1.8220175772977552,23434.1895,1.8785645010214622
2017-10-30,2572.8301,1.8162008329803758,23348.7402,1.871714593896783
2017-10-31,2575.26,1.8179161372299875,23377.2402,1.8739992510332761
2017-11-01,2579.3601,1.8208104616687844,23435.0098,1.878630259065289
2017-11-02,2579.8501,1.8211563602993084,23516.2598,1.8851435359895024
