Date,S&P500,Dow Jones
2011-09-28,1151.0601,11010.9004
2011-09-29,1160.4,11153.9805
2011-09-30,1131.42,10913.3799
2011-10-03,1099.23,10655.2998
2011-10-04,1123.95,10808.71
2011-10-05,1144.03,10939.9502
2011-10-06,1164.97,11123.3301
2011-10-07,1155.46,11103.1201
2011-10-10,1194.89,11433.1797
2011-10-11,1195.54,11416.2998
2011-10-12,1207.25,11518.8496
2011-10-13,1203.66,11478.1299
2011-10-14,1224.58,11644.4902
2011-10-17,1200.86,11397.0
2011-10-18,1225.38,11577.0498
2011-10-19,1209.88,11504.6201
2011-10-20,1215.39,11541.7803
2011-10-21,1238.25,11808.79
2011-10-24,1254.1899,11913.6201
2011-10-25,1229.05,11706.6201
2011-10-26,1242.0,11869.04
2011-10-27,1284.59,12208.5498
2011-10-28,1285.09,12231.1104
2011-10-31,1253.3,11955.0098
2011-11-01,1218.28,11657.96
2011-11-02,1237.9,11836.04
2011-11-03,1261.15,12044.4697
2011-11-04,1253.23,11983.2402
2011-11-07,1261.12,12068.3896
2011-11-08,1275.92,12170.1797
2011-11-09,1229.1,11780.9404
2011-11-10,1239.7,11893.8604
2011-11-11,1263.85,12153.6797
2011-11-14,1251.78,12078.9805
2011-11-15,1257.8101,12096.1602
2011-11-16,1236.91,11905.5898
2011-11-17,1216.13,11770.7305
2011-11-18,1215.65,11796.1602
2011-11-21,1192.98,11547.3096
2011-11-22,1188.04,11493.7197
2011-11-23,1161.79,11257.5498
2011-11-25,1158.67,11231.6504
2011-11-28,1192.55,11523.0098
2011-11-29,1195.1899,11555.6299
2011-11-30,1246.96,12045.6797
2011-12-01,1244.58,12020.0303
2011-12-02,1244.28,12019.4199
2011-12-05,1257.08,12097.8301
2011-12-06,1258.47,12150.1299
2011-12-07,1261.01,12196.3701
2011-12-08,1234.35,11997.7002
2011-12-09,1255.1899,12184.2598
2011-12-12,1236.47,12021.3896
2011-12-13,1225.73,11954.9404
2011-12-14,1211.8199,11823.4805
2011-12-15,1215.75,11868.8096
2011-12-16,1219.66,11866.3896
2011-12-19,1205.35,11766.2598
2011-12-20,1241.3,12103.5801
2011-12-21,1243.72,12107.7402
2011-12-22,1254.0,12169.6504
2011-12-23,1265.33,12294.0
2011-12-27,1265.4301,12291.3496
2011-12-28,1249.64,12151.4102
2011-12-29,1263.02,12287.04
2011-12-30,1257.6,12217.5596
2012-01-03,1277.0601,12397.3799
2012-01-04,1277.3,12418.4199
2012-01-05,1281.0601,12415.7002
2012-01-06,1277.8101,12359.9199
2012-01-09,1280.7,12392.6904
2012-01-10,1292.08,12462.4697
2012-01-11,1292.48,12449.4502
2012-01-12,1295.5,12471.0195
2012-01-13,1289.09,12422.0596
2012-01-17,1293.67,12482.0703
2012-01-18,1308.04,12578.9502
2012-01-19,1314.5,12623.9805
2012-01-20,1315.38,12720.4805
2012-01-23,1316.0,12708.8203
2012-01-24,1314.65,12675.75
2012-01-25,1326.0601,12758.8496
2012-01-26,1318.4301,12734.6299
2012-01-27,1316.33,12660.46
2012-01-30,1313.01,12653.7197
2012-01-31,1312.41,12632.9102
2012-02-01,1324.09,12716.46
2012-02-02,1325.54,12705.4102
2012-02-03,1344.9,12862.2305
2012-02-06,1344.33,12845.1299
2012-02-07,1347.05,12878.2002
2012-02-08,1349.96,12883.9502
2012-02-09,1351.95,12890.46
2012-02-10,1342.64,12801.2305
2012-02-13,1351.77,12874.04
2012-02-14,1350.5,12878.2803
2012-02-15,1343.23,12780.9502
2012-02-16,1358.04,12904.0801
2012-02-17,1361.23,12949.8701
2012-02-21,1362.21,12965.6904
2012-02-22,1357.66,12938.6699
2012-02-23,1363.46,12984.6904
2012-02-24,1365.74,12982.9502
2012-02-27,1367.59,12981.5098
2012-02-28,1372.1801,13005.1201
2012-02-29,1365.6801,12952.0703
2012-03-01,1374.09,12980.2998
2012-03-02,1369.63,12977.5703
2012-03-05,1364.33,12962.8096
2012-03-06,1343.36,12759.1504
2012-03-07,1352.63,12837.3301
2012-03-08,1365.91,12907.9404
2012-03-09,1370.87,12922.0195
2012-03-12,1371.09,12959.71
2012-03-13,1395.95,13177.6797
2012-03-14,1394.28,13194.0996
2012-03-15,1402.6,13252.7598
2012-03-16,1404.17,13232.6201
2012-03-19,1409.75,13239.1299
2012-03-20,1405.52,13170.1904
2012-03-21,1402.89,13124.6201
2012-03-22,1392.78,13046.1396
2012-03-23,1397.11,13080.7305
2012-03-26,1416.51,13241.6299
2012-03-27,1412.52,13197.7305
2012-03-28,1405.54,13126.21
2012-03-29,1403.28,13145.8203
2012-03-30,1408.47,13212.04
2012-04-02,1419.04,13264.4902
2012-04-03,1413.38,13199.5498
2012-04-04,1398.96,13074.75
2012-04-05,1398.08,13060.1396
2012-04-09,1382.2,12929.5898
2012-04-10,1358.59,12715.9297
2012-04-11,1368.71,12805.3896
2012-04-12,1387.5699,12986.5801
2012-04-13,1370.26,12849.5898
2012-04-16,1369.5699,12921.4102
2012-04-17,1390.78,13115.54
2012-04-18,1385.14,13032.75
2012-04-19,1376.92,12964.0996
2012-04-20,1378.53,13029.2598
2012-04-23,1366.9399,12927.1699
2012-04-24,1371.97,13001.5596
2012-04-25,1390.6899,13090.7197
2012-04-26,1399.98,13204.6201
2012-04-27,1403.36,13228.3096
2012-04-30,1397.91,13213.6299
2012-05-01,1405.8199,13279.3203
2012-05-02,1402.3101,13268.5703
2012-05-03,1391.5699,13206.5898
2012-05-04,1369.1,13038.2695
2012-05-07,1369.58,13008.5303
2012-05-08,1363.72,12932.0898
2012-05-09,1354.58,12835.0596
2012-05-10,1357.99,12855.04
2012-05-11,1353.39,12820.5996
2012-05-14,1338.35,12695.3496
2012-05-15,1330.66,12632.0
2012-05-16,1324.8,12598.5498
2012-05-17,1304.86,12442.4902
2012-05-18,1295.22,12369.3799
2012-05-21,1315.99,12504.4805
2012-05-22,1316.63,12502.8096
2012-05-23,1318.86,12496.1504
2012-05-24,1320.6801,12529.75
2012-05-25,1317.8199,12454.8301
2012-05-29,1332.42,12580.6904
2012-05-30,1313.3199,12419.8604
2012-05-31,1310.33,12393.4502
2012-06-01,1278.04,12118.5703
2012-06-04,1278.1801,12101.46
2012-06-05,1285.5,12127.9502
2012-06-06,1315.13,12414.79
2012-06-07,1314.99,12460.96
2012-06-08,1325.66,12554.2002
2012-06-11,1308.9301,12411.2305
2012-06-12,1324.1801,12573.7998
2012-06-13,1314.88,12496.3799
2012-06-14,1329.1,12651.9102
2012-06-15,1342.84,12767.1699
2012-06-18,1344.78,12741.8203
2012-06-19,1357.98,12837.3301
2012-06-20,1355.6899,12824.3896
2012-06-21,1325.51,12573.5703
2012-06-22,1335.02,12640.7803
2012-06-25,1313.72,12502.6602
2012-06-26,1319.99,12534.6699
2012-06-27,1331.85,12627.0098
2012-06-28,1329.04,12602.2598
2012-06-29,1362.16,12880.0898
2012-07-02,1365.51,12871.3896
2012-07-03,1374.02,12943.6602
2012-07-05,1367.58,12896.6699
2012-07-06,1354.6801,12772.4697
2012-07-09,1352.46,12736.29
2012-07-10,1341.47,12653.1201
2012-07-11,1341.45,12604.5303
2012-07-12,1334.76,12573.2695
2012-07-13,1356.78,12777.0898
2012-07-16,1353.64,12727.21
2012-07-17,1363.67,12805.54
2012-07-18,1372.78,12908.7002
2012-07-19,1376.51,12943.3604
2012-07-20,1362.66,12822.5703
2012-07-23,1350.52,12721.46
2012-07-24,1338.3101,12617.3203
2012-07-25,1337.89,12676.0498
2012-07-26,1360.02,12887.9297
2012-07-27,1385.97,13075.6602
2012-07-30,1385.3,13073.0098
2012-07-31,1379.3199,13008.6797
2012-08-01,1375.3199,12976.1299
2012-08-02,1365.0,12878.8799
2012-08-03,1390.99,13096.1699
2012-08-06,1394.23,13117.5098
2012-08-07,1401.35,13168.5996
2012-08-08,1402.22,13175.6396
2012-08-09,1402.8,13165.1904
2012-08-10,1405.87,13207.9502
2012-08-13,1404.11,13169.4297
2012-08-14,1403.9301,13172.1396
2012-08-15,1405.53,13164.7803
2012-08-16,1415.51,13250.1104
2012-08-17,1418.16,13275.2002
2012-08-20,1418.13,13271.6396
2012-08-21,1413.17,13203.5801
2012-08-22,1413.49,13172.7598
2012-08-23,1402.08,13057.46
2012-08-24,1411.13,13157.9697
2012-08-27,1410.4399,13124.6699
2012-08-28,1409.3,13102.9902
2012-08-29,1410.49,13107.4805
2012-08-30,1399.48,13000.71
2012-08-31,1406.58,13090.8398
2012-09-04,1404.9399,13035.9404
2012-09-05,1403.4399,13047.4805
2012-09-06,1432.12,13292.0
2012-09-07,1437.92,13306.6396
2012-09-10,1429.08,13254.29
2012-09-11,1433.5601,13323.3604
2012-09-12,1436.5601,13333.3496
2012-09-13,1459.99,13539.8604
2012-09-14,1465.77,13593.3701
2012-09-17,1461.1899,13553.0996
2012-09-18,1459.3199,13564.6396
2012-09-19,1461.05,13577.96
2012-09-20,1460.26,13596.9297
2012-09-21,1460.15,13579.4697
2012-09-24,1456.89,13558.9199
2012-09-25,1441.59,13457.5498
2012-09-26,1433.3199,13413.5098
2012-09-27,1447.15,13485.9697
2012-09-28,1440.67,13437.1299
2012-10-01,1444.49,13515.1104
2012-10-02,1445.75,13482.3604
2012-10-03,1450.99,13494.6104
2012-10-04,1461.4,13575.3604
2012-10-05,1460.9301,13610.1504
2012-10-08,1455.88,13583.6504
2012-10-09,1441.48,13473.5303
2012-10-10,1432.5601,13344.9697
2012-10-11,1432.84,13326.3896
2012-10-12,1428.59,13328.8496
2012-10-15,1440.13,13424.2305
2012-10-16,1454.92,13551.7803
2012-10-17,1460.91,13557.0
2012-10-18,1457.34,13548.9404
2012-10-19,1433.1899,13343.5098
2012-10-22,1433.8199,13345.8896
2012-10-23,1413.11,13102.5303
2012-10-24,1408.75,13077.3398
2012-10-25,1412.97,13103.6797
2012-10-26,1411.9399,13107.21
2012-10-31,1412.16,13096.46
2012-11-01,1427.59,13232.6201
2012-11-02,1414.2,13093.1602
2012-11-05,1417.26,13112.4404
2012-11-06,1428.39,13245.6797
2012-11-07,1394.53,12932.7305
2012-11-08,1377.51,12811.3203
2012-11-09,1379.85,12815.3896
2012-11-12,1380.03,12815.0801
2012-11-13,1374.53,12756.1797
2012-11-14,1355.49,12570.9502
2012-11-15,1353.33,12542.3799
2012-11-16,1359.88,12588.3096
2012-11-19,1386.89,12795.96
2012-11-20,1387.8101,12788.5098
2012-11-21,1391.03,12836.8896
2012-11-23,1409.15,13009.5303
2012-11-26,1406.29,12967.3701
2012-11-27,1398.9399,12878.1299
2012-11-28,1409.9301,12985.1104
2012-11-29,1415.95,13021.8203
2012-11-30,1416.1801,13025.5801
2012-12-03,1409.46,12965.5996
2012-12-04,1407.05,12951.7803
2012-12-05,1409.28,13034.4902
2012-12-06,1413.9399,13074.04
2012-12-07,1418.0699,13155.1299
2012-12-10,1418.55,13169.8799
2012-12-11,1427.84,13248.4404
2012-12-12,1428.48,13245.4502
2012-12-13,1419.45,13170.7197
2012-12-14,1413.58,13135.0098
2012-12-17,1430.36,13235.3896
2012-12-18,1446.79,13350.96
2012-12-19,1435.8101,13251.9697
2012-12-20,1443.6899,13311.7197
2012-12-21,1430.15,13190.8398
2012-12-24,1426.66,13138.9297
2012-12-26,1419.83,13114.5898
2012-12-27,1418.1,13096.3096
2012-12-28,1402.4301,12938.1104
2012-12-31,1426.1899,13104.1396
2013-01-02,1462.42,13412.5498
2013-01-03,1459.37,13391.3604
2013-01-04,1466.47,13435.21
2013-01-07,1461.89,13384.29
2013-01-08,1457.15,13328.8496
2013-01-09,1461.02,13390.5098
2013-01-10,1472.12,13471.2197
2013-01-11,1472.05,13488.4297
2013-01-14,1470.6801,13507.3203
2013-01-15,1472.34,13534.8896
2013-01-16,1472.63,13511.2305
2013-01-17,1480.9399,13596.0195
2013-01-18,1485.98,13649.7002
2013-01-22,1492.5601,13712.21
2013-01-23,1494.8101,13779.3301
2013-01-24,1494.8199,13825.3301
2013-01-25,1502.96,13895.9805
2013-01-28,1500.1801,13881.9297
2013-01-29,1507.84,13954.4199
2013-01-30,1501.96,13910.4199
2013-01-31,1498.11,13860.5801
2013-02-01,1513.17,14009.79
2013-02-04,1495.71,13880.0801
2013-02-05,1511.29,13979.2998
2013-02-06,1512.12,13986.5195
2013-02-07,1509.39,13944.0498
2013-02-08,1517.9301,13992.9697
2013-02-11,1517.01,13971.2402
2013-02-12,1519.4301,14018.7002
2013-02-13,1520.33,13982.9102
2013-02-14,1521.38,13973.3896
2013-02-15,1519.79,13981.7598
2013-02-19,1530.9399,14035.6699
2013-02-20,1511.95,13927.54
2013-02-21,1502.42,13880.6201
2013-02-22,1515.6,14000.5703
2013-02-25,1487.85,13784.1699
2013-02-26,1496.9399,13900.1299
2013-02-27,1515.99,14075.3701
2013-02-28,1514.6801,14054.4902
2013-03-01,1518.2,14089.6602
2013-03-04,1525.2,14127.8203
2013-03-05,1539.79,14253.7695
2013-03-06,1541.46,14296.2402
2013-03-07,1544.26,14329.4902
2013-03-08,1551.1801,14397.0703
2013-03-11,1556.22,14447.29
2013-03-12,1552.48,14450.0596
2013-03-13,1554.52,14455.2803
2013-03-14,1563.23,14539.1396
2013-03-15,1560.7,14514.1104
2013-03-18,1552.1,14452.0596
2013-03-19,1548.34,14455.8203
2013-03-20,1558.71,14511.7305
2013-03-21,1545.8,14421.4902
2013-03-22,1556.89,14512.0303
2013-03-25,1551.6899,14447.75
2013-03-26,1563.77,14559.6504
2013-03-27,1562.85,14526.1602
2013-03-28,1569.1899,14578.54
2013-04-01,1562.17,14572.8496
2013-04-02,1570.25,14662.0098
2013-04-03,1553.6899,14550.3496
2013-04-04,1559.98,14606.1104
2013-04-05,1553.28,14565.25
2013-04-08,1563.0699,14613.4805
2013-04-09,1568.61,14673.46
2013-04-10,1587.73,14802.2402
2013-04-11,1593.37,14865.1396
2013-04-12,1588.85,14865.0596
2013-04-15,1552.36,14599.2002
2013-04-16,1574.5699,14756.7803
2013-04-17,1552.01,14618.5898
2013-04-18,1541.61,14537.1396
2013-04-19,1555.25,14547.5098
2013-04-22,1562.5,14567.1699
2013-04-23,1578.78,14719.46
2013-04-24,1578.79,14676.2998
2013-04-25,1585.16,14700.7998
2013-04-26,1582.24,14712.5498
2013-04-29,1593.61,14818.75
2013-04-30,1597.5699,14839.7998
2013-05-01,1582.7,14700.9502
2013-05-02,1597.59,14831.5801
2013-05-03,1614.42,14973.96
2013-05-06,1617.5,14968.8896
2013-05-07,1625.96,15056.2002
2013-05-08,1632.6899,15105.1201
2013-05-09,1626.67,15082.6201
2013-05-10,1633.7,15118.4902
2013-05-13,1633.77,15091.6797
2013-05-14,1650.34,15215.25
2013-05-15,1658.78,15275.6904
2013-05-16,1650.47,15233.2197
2013-05-17,1667.47,15354.4004
2013-05-20,1666.29,15335.2803
2013-05-21,1669.16,15387.5801
2013-05-22,1655.35,15307.1699
2013-05-23,1650.51,15294.5
2013-05-24,1649.6,15303.0996
2013-05-28,1660.0601,15409.3896
2013-05-29,1648.36,15302.7998
2013-05-30,1654.41,15324.5303
2013-05-31,1630.74,15115.5703
2013-06-03,1640.42,15254.0303
2013-06-04,1631.38,15177.54
2013-06-05,1608.9,14960.5898
2013-06-06,1622.5601,15040.6201
2013-06-07,1643.38,15248.1201
2013-06-10,1642.8101,15238.5898
2013-06-11,1626.13,15122.0195
2013-06-12,1612.52,14995.2305
2013-06-13,1636.36,15176.0801
2013-06-14,1626.73,15070.1797
2013-06-17,1639.04,15179.8496
2013-06-18,1651.8101,15318.2305
2013-06-19,1628.9301,15112.1904
2013-06-20,1588.1899,14758.3203
2013-06-21,1592.4301,14799.4004
2013-06-24,1573.09,14659.5596
2013-06-25,1588.03,14760.3096
2013-06-26,1603.26,14910.1396
2013-06-27,1613.2,15024.4902
2013-06-28,1606.28,14909.5996
2013-07-01,1614.96,14974.96
2013-07-02,1614.08,14932.4102
2013-07-03,1615.41,14988.3701
2013-07-05,1631.89,15135.8398
2013-07-08,1640.46,15224.6904
2013-07-09,1652.3199,15300.3398
2013-07-10,1652.62,15291.6602
2013-07-11,1675.02,15460.9199
2013-07-12,1680.1899,15464.2998
2013-07-15,1682.5,15484.2598
2013-07-16,1676.26,15451.8496
2013-07-17,1680.91,15470.5195
2013-07-18,1689.37,15548.54
2013-07-19,1692.09,15543.7402
2013-07-22,1695.53,15545.5498
2013-07-23,1692.39,15567.7402
2013-07-24,1685.9399,15542.2402
2013-07-25,1690.25,15555.6104
2013-07-26,1691.65,15558.8301
2013-07-29,1685.33,15521.9697
2013-07-30,1685.96,15520.5898
2013-07-31,1685.73,15499.54
2013-08-01,1706.87,15628.0195
2013-08-02,1709.67,15658.3604
2013-08-05,1707.14,15612.1299
2013-08-06,1697.37,15518.7402
2013-08-07,1690.91,15470.6699
2013-08-08,1697.48,15498.3203
2013-08-09,1691.42,15425.5098
2013-08-12,1689.47,15419.6797
2013-08-13,1694.16,15451.0098
2013-08-14,1685.39,15337.6602
2013-08-15,1661.3199,15112.1904
2013-08-16,1655.83,15081.4697
2013-08-19,1646.0601,15010.7402
2013-08-20,1652.35,15002.9902
2013-08-21,1642.8,14897.5498
2013-08-22,1656.96,14963.7402
2013-08-23,1663.5,15010.5098
2013-08-26,1656.78,14946.46
2013-08-27,1630.48,14776.1299
2013-08-28,1634.96,14824.5098
2013-08-29,1638.17,14840.9502
2013-08-30,1632.97,14810.3096
2013-09-03,1639.77,14833.96
2013-09-04,1653.08,14930.8701
2013-09-05,1655.08,14937.4805
2013-09-06,1655.17,14922.5
2013-09-09,1671.71,15063.1201
2013-09-10,1683.99,15191.0596
2013-09-11,1689.13,15326.5996
2013-09-12,1683.42,15300.6396
2013-09-13,1687.99,15376.0596
2013-09-16,1697.6,15494.7803
2013-09-17,1704.76,15529.7305
2013-09-18,1725.52,15676.9404
2013-09-19,1722.34,15636.5498
2013-09-20,1709.91,15451.0898
2013-09-23,1701.84,15401.3799
2013-09-24,1697.42,15334.5898
2013-09-25,1692.77,15273.2598
2013-09-26,1698.67,15328.2998
2013-09-27,1691.75,15258.2402
2013-09-30,1681.55,15129.6699
2013-10-01,1695.0,15191.7002
2013-10-02,1693.87,15133.1396
2013-10-03,1678.66,14996.4805
2013-10-04,1690.5,15072.5801
2013-10-07,1676.12,14936.2402
2013-10-08,1655.45,14776.5303
2013-10-09,1656.4,14802.9805
2013-10-10,1692.5601,15126.0703
2013-10-11,1703.2,15237.1104
2013-10-14,1710.14,15301.2598
2013-10-15,1698.0601,15168.0098
2013-10-16,1721.54,15373.8301
2013-10-17,1733.15,15371.6504
2013-10-18,1744.5,15399.6504
2013-10-21,1744.66,15392.2002
2013-10-22,1754.67,15467.6602
2013-10-23,1746.38,15413.3301
2013-10-24,1752.0699,15509.21
2013-10-25,1759.77,15570.2803
2013-10-28,1762.11,15568.9297
2013-10-29,1771.95,15680.3496
2013-10-30,1763.3101,15618.7598
2013-10-31,1756.54,15545.75
2013-11-01,1761.64,15615.5498
2013-11-04,1767.9301,15639.1201
2013-11-05,1762.97,15618.2197
2013-11-06,1770.49,15746.8799
2013-11-07,1747.15,15593.9805
2013-11-08,1770.61,15761.7803
2013-11-11,1771.89,15783.0996
2013-11-12,1767.6899,15750.6699
2013-11-13,1782.0,15821.6299
2013-11-14,1790.62,15876.2197
2013-11-15,1798.1801,15961.7002
2013-11-18,1791.53,15976.0195
2013-11-19,1787.87,15967.0303
2013-11-20,1781.37,15900.8203
2013-11-21,1795.85,16009.9902
2013-11-22,1804.76,16064.7695
2013-11-25,1802.48,16072.54
2013-11-26,1802.75,16072.7998
2013-11-27,1807.23,16097.3301
2013-11-29,1805.8101,16086.4102
2013-12-02,1800.9,16008.7695
2013-12-03,1795.15,15914.6201
2013-12-04,1792.8101,15889.7695
2013-12-05,1785.03,15821.5098
2013-12-06,1805.09,16020.2002
2013-12-09,1808.37,16025.5303
2013-12-10,1802.62,15973.1299
2013-12-11,1782.22,15843.5303
2013-12-12,1775.5,15739.4297
2013-12-13,1775.3199,15755.3604
2013-12-16,1786.54,15884.5703
2013-12-17,1781.0,15875.2598
2013-12-18,1810.65,16167.9697
2013-12-19,1809.6,16179.0801
2013-12-20,1818.3199,16221.1396
2013-12-23,1827.99,16294.6104
2013-12-24,1833.3199,16357.5498
2013-12-26,1842.02,16479.8809
2013-12-27,1841.4,16478.4102
2013-12-30,1841.0699,16504.2891
2013-12-31,1848.36,16576.6602
2014-01-02,1831.98,16441.3496
2014-01-03,1831.37,16469.9902
2014-01-06,1826.77,16425.0996
2014-01-07,1837.88,16530.9395
2014-01-08,1837.49,16462.7402
2014-01-09,1838.13,16444.7598
2014-01-10,1842.37,16437.0508
2014-01-13,1819.2,16257.9404
2014-01-14,1838.88,16373.8604
2014-01-15,1848.38,16481.9395
2014-01-16,1845.89,16417.0098
2014-01-17,1838.7,16458.5605
2014-01-21,1843.8,16414.4395
2014-01-22,1844.86,16373.3398
2014-01-23,1828.46,16197.3496
2014-01-24,1790.29,15879.1104
2014-01-27,1781.5601,15837.8799
2014-01-28,1792.5,15928.5596
2014-01-29,1774.2,15738.79
2014-01-30,1794.1899,15848.6104
2014-01-31,1782.59,15698.8496
2014-02-03,1741.89,15372.7998
2014-02-04,1755.2,15445.2402
2014-02-05,1751.64,15440.2305
2014-02-06,1773.4301,15628.5303
2014-02-07,1797.02,15794.0801
2014-02-10,1799.84,15801.79
2014-02-11,1819.75,15994.7695
2014-02-12,1819.26,15963.9404
2014-02-13,1829.83,16027.5898
2014-02-14,1838.63,16154.3896
2014-02-18,1840.76,16130.4004
2014-02-19,1828.75,16040.5596
2014-02-20,1839.78,16133.2305
2014-02-21,1836.25,16103.2998
2014-02-24,1847.61,16207.1396
2014-02-25,1845.12,16179.6602
2014-02-26,1845.16,16198.4102
2014-02-27,1854.29,16272.6504
2014-02-28,1859.45,16321.71
2014-03-03,1845.73,16168.0303
2014-03-04,1873.91,16395.8809
2014-03-05,1873.8101,16360.1797
2014-03-06,1877.03,16421.8906
2014-03-07,1878.04,16452.7207
2014-03-10,1877.17,16418.6797
2014-03-11,1867.63,16351.25
2014-03-12,1868.2,16340.0801
2014-03-13,1846.34,16108.8896
2014-03-14,1841.13,16065.6699
2014-03-17,1858.83,16247.2197
2014-03-18,1872.25,16336.1904
2014-03-19,1860.77,16222.1699
2014-03-20,1872.01,16331.0498
2014-03-21,1866.52,16302.7695
2014-03-24,1857.4399,16276.6904
2014-03-25,1865.62,16367.8799
2014-03-26,1852.5601,16268.9902
2014-03-27,1849.04,16264.2305
2014-03-28,1857.62,16323.0596
2014-03-31,1872.34,16457.6602
2014-04-01,1885.52,16532.6094
2014-04-02,1890.9,16573.0
2014-04-03,1888.77,16572.5508
2014-04-04,1865.09,16412.7109
2014-04-07,1845.04,16245.8701
2014-04-08,1851.96,16256.1396
2014-04-09,1872.1801,16437.1797
2014-04-10,1833.08,16170.2197
2014-04-11,1815.6899,16026.75
2014-04-14,1830.61,16173.2402
2014-04-15,1842.98,16262.5596
2014-04-16,1862.3101,16424.8496
2014-04-17,1864.85,16408.5391
2014-04-21,1871.89,16449.25
2014-04-22,1879.55,16514.3691
2014-04-23,1875.39,16501.6504
2014-04-24,1878.61,16501.6504
2014-04-25,1863.4,16361.46
2014-04-28,1869.4301,16448.7402
2014-04-29,1878.33,16535.3691
2014-04-30,1883.95,16580.8398
2014-05-01,1883.6801,16558.8691
2014-05-02,1881.14,16512.8906
2014-05-05,1884.66,16530.5508
2014-05-06,1867.72,16401.0195
2014-05-07,1878.21,16518.5391
2014-05-08,1875.63,16550.9707
2014-05-09,1878.48,16583.3398
2014-05-12,1896.65,16695.4707
2014-05-13,1897.45,16715.4395
2014-05-14,1888.53,16613.9707
2014-05-15,1870.85,16446.8105
2014-05-16,1877.86,16491.3105
2014-05-19,1885.08,16511.8594
2014-05-20,1872.83,16374.3096
2014-05-21,1888.03,16533.0605
2014-05-22,1892.49,16543.0801
2014-05-23,1900.53,16606.2695
2014-05-27,1911.91,16675.5
2014-05-28,1909.78,16633.1797
2014-05-29,1920.03,16698.7402
2014-05-30,1923.5699,16717.1699
2014-06-02,1924.97,16743.6309
2014-06-03,1924.24,16722.3398
2014-06-04,1927.88,16737.5293
2014-06-05,1940.46,16836.1094
2014-06-06,1949.4399,16924.2793
2014-06-09,1951.27,16943.0996
2014-06-10,1950.79,16945.9199
2014-06-11,1943.89,16843.8809
2014-06-12,1930.11,16734.1895
2014-06-13,1936.16,16775.7402
2014-06-16,1937.78,16781.0098
2014-06-17,1941.99,16808.4902
2014-06-18,1956.98,16906.6191
2014-06-19,1959.48,16921.4609
2014-06-20,1962.87,16947.0801
2014-06-23,1962.61,16937.2598
2014-06-24,1949.98,16818.1309
2014-06-25,1959.53,16867.5098
2014-06-26,1957.22,16846.1309
2014-06-27,1960.96,16851.8398
2014-06-30,1960.23,16826.5996
2014-07-01,1973.3199,16956.0703
2014-07-02,1974.62,16976.2402
2014-07-03,1985.4399,17068.2598
2014-07-07,1977.65,17024.2109
2014-07-08,1963.71,16906.6191
2014-07-09,1972.83,16985.6094
2014-07-10,1964.6801,16915.0703
2014-07-11,1967.5699,16943.8105
2014-07-14,1977.1,17055.4199
2014-07-15,1973.28,17060.6797
2014-07-16,1981.5699,17138.1992
2014-07-17,1958.12,16976.8105
2014-07-18,1978.22,17100.1797
2014-07-21,1973.63,17051.7305
2014-07-22,1983.53,17113.5391
2014-07-23,1987.01,17086.6309
2014-07-24,1987.98,17083.8008
2014-07-25,1978.34,16960.5703
2014-07-28,1978.91,16982.5898
2014-07-29,1969.95,16912.1094
2014-07-30,1970.0699,16880.3594
2014-07-31,1930.67,16563.3008
2014-08-01,1925.15,16493.3691
2014-08-04,1938.99,16569.2793
2014-08-05,1920.21,16429.4707
2014-08-06,1920.24,16443.3398
2014-08-07,1909.5699,16368.2695
2014-08-08,1931.59,16553.9297
2014-08-11,1936.92,16569.9805
2014-08-12,1933.75,16560.5391
2014-08-13,1946.72,16651.8008
2014-08-14,1955.1801,16713.5801
2014-08-15,1955.0601,16662.9102
2014-08-18,1971.74,16838.7402
2014-08-19,1981.6,16919.5898
2014-08-20,1986.51,16979.1309
2014-08-21,1992.37,17039.4902
2014-08-22,1988.4,17001.2207
2014-08-25,1997.92,17076.8691
2014-08-26,2000.02,17106.6992
2014-08-27,2000.12,17122.0098
2014-08-28,1996.74,17079.5703
2014-08-29,2003.37,17098.4492
2014-09-02,2002.28,17067.5605
2014-09-03,2000.72,17078.2793
2014-09-04,1997.65,17069.5801
2014-09-05,2007.71,17137.3594
2014-09-08,2001.54,17111.4199
2014-09-09,1988.4399,17013.8691
2014-09-10,1995.6899,17068.7109
2014-09-11,1997.45,17049.0
2014-09-12,1985.54,16987.5098
2014-09-15,1984.13,17031.1406
2014-09-16,1998.98,17131.9707
2014-09-17,2001.5699,17156.8496
2014-09-18,2011.36,17265.9902
2014-09-19,2010.4,17279.7402
2014-09-22,1994.29,17172.6797
2014-09-23,1982.77,17055.8691
2014-09-24,1998.3,17210.0605
2014-09-25,1965.99,16945.8008
2014-09-26,1982.85,17113.1504
2014-09-29,1977.8,17071.2207
2014-09-30,1972.29,17042.9004
2014-10-01,1946.16,16804.7109
2014-10-02,1946.17,16801.0508
2014-10-03,1967.9,17009.6895
2014-10-06,1964.8199,16991.9102
2014-10-07,1935.1,16719.3906
2014-10-08,1968.89,16994.2207
2014-10-09,1928.21,16659.25
2014-10-10,1906.13,16544.0996
2014-10-13,1874.74,16321.0703
2014-10-14,1877.7,16315.1904
2014-10-15,1862.49,16141.7402
2014-10-16,1862.76,16117.2402
2014-10-17,1886.76,16380.4102
2014-10-20,1904.01,16399.6699
2014-10-21,1941.28,16614.8105
2014-10-22,1927.11,16461.3203
2014-10-23,1950.8199,16677.9004
2014-10-24,1964.58,16805.4102
